ntd_id,legacy_ntd_id,agency_name,reporter_acronym,doing_business_as,reporter_status,reporter_type,reporting_module,organization_type,reported_by_ntd_id,reported_by_name,subrecipient_type,fy_end_date,original_due_date,address_line_1,address_line_2,p_o_box,city,state,zip_code,zip_code_ext,region,url,fta_recipient_id,duns_number,service_area_sq_miles,service_area_pop,primary_uza,uza_name,tribal_area_name,population,density,sq_miles,voms_do,voms_pt,total_voms,volunteer_drivers,personal_vehicles,tam_tier,mode_ar,mode_cb,mode_cc,mode_cr,mode_dr,mode_dt,mode_fb,mode_hr,mode_ip,mode_jt,mode_lr,mode_mb,mode_mg,mode_or,mode_pb,mode_rb,mode_sr,mode_tb,mode_tr,mode_vp,mode_yr,mode_total,mb_only,dr_only,vp_only,mb_dr,vrm_ar,vrm_cb,vrm_cc,vrm_cr,vrm_dr,vrm_dt,vrm_fb,vrm_hr,vrm_ip,vrm_jt,vrm_lr,vrm_mb,vrm_mg,vrm_or,vrm_pb,vrm_rb,vrm_sr,vrm_tb,vrm_tr,vrm_vp,vrm_yr,vrm_total,vrh_ar,vrh_cb,vrh_cc,vrh_cr,vrh_dr,vrh_dt,vrh_fb,vrh_hr,vrh_ip,vrh_jt,vrh_lr,vrh_mb,vrh_mg,vrh_or,vrh_pb,vrh_rb,vrh_sr,vrh_tb,vrh_tr,vrh_vp,vrh_yr,vrh_total,upt_ar,upt_cb,upt_cc,upt_cr,upt_dr,upt_dt,upt_fb,upt_hr,upt_ip,upt_jt,upt_lr,upt_mb,upt_mg,upt_or,upt_pb,upt_rb,upt_sr,upt_tb,upt_tr,upt_vp,upt_yr,upt_total
0R04-00340,0R04-001,"Senior Citizens of Kodiak, Inc.",KATS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,302 Erskine,,,Kodiak,AK,99615,,10,http://www.kodiakseniorcenter.org,1725.0,27227693.0,,,,,,,,,,2,2,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 39,606",0,0.0,0.0,0,0,0,0,0,0,39606.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 3,681",0,0.0,0.0,0,0,0,0,0,0,3681.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 22,614",0,0.0,0.0,0,0,0,0,0,0,22614.0
0R04-00345,0R04-011,Glacier Valley Transit,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,249,Girdwood,AK,99587,,10,www.glaciervalleytransit.com,1725.0,968375480.0,,,,,,,,,,4,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 113,068",0,0.0,0.0,0,0,0,0,0,0,113068.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 7,497",0,0.0,0.0,0,0,0,0,0,0,7497.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 93,825",0,0.0,0.0,0,0,0,0,0,0,93825.0
0R04-00354,0R04-017,"Catholic Community Service, Sitka",,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,419 Sixth Street,,,Juneau,AK,99801,,10,"www.ccsjuneau.org/8,southeastseniorservices",1725.0,35736420.0,,,,,,,,,3,,3,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 27,010",0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,27010.0,0,0,0.0,0," 3,342",0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,3342.0,0.0,0,0.0,0," 7,729",0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,7729.0
0R04-00358,0R04-004,Ketchikan Gateway Borough,The Bus,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,1900 First Avenue,,,Ketchikan,AK,99901,,10,http://www.kgbak.us,1725.0,70399373.0,,,,,,,,,6,6,12,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 77,269",0,0,0.0,0.0,0.0,0," 285,255",0,0.0,0.0,0,0,0,0,0,0,362524.0,0,0,0.0,0," 7,446",0,0,0.0,0.0,0.0,0," 18,652",0,0.0,0.0,0,0,0,0,0,0,26098.0,0.0,0,0.0,0," 17,922",0,0,0.0,0.0,0.0,0," 406,251",0,0.0,0.0,0,0,0,0,0,0,424173.0
0R04-00378,0R04-006,"Central Area Rural Transit System, Inc.",CARTS,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,993,Soldotna,AK,99669,,10,http://ridecartsak.org/,1725.0,841141604.0,,,,,,,,,10,25,35,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0," 189,108"," 28,316",0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,217424.0,0,0,0.0,0," 8,462"," 3,504",0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,11966.0,0.0,0,0.0,0," 16,699"," 5,385",0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,22084.0
0R04-00379,0R04-022,Interior Alaska Bus Line,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Intercity Bus,6/30/2019,10/31/2019,,,653,Tok,AK,99780,,10,www.alaskadirectbusline.com/,1725.0,78354091.0,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,176803.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,2238.0
0R04-00382,0R04-010,Inter-Island Ferry Authority,IFA,,Active,Rural Reporter,Rural,Independent Public Agency or Authority of Transit Service,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,470,Klawock,AK,99925,,10,http://www.interislandferry.com,1725.0,136121675.0,,,,,,,,,1,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0," 27,438",0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,27438.0,0,0,0.0,0,0,0," 2,565",0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,2565.0,0.0,0,0.0,0,0,0," 41,754",0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,41754.0
0R04-00387,0R04-016,City of Bethel,,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,,,1388,Bethel,AK,99559,,10,http://www.cityofbethel.org,1725.0,82508458.0,,,,,,,,,1,,1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 38,530",0,0.0,0.0,0,0,0,0,0,0,38530.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 2,906",0,0.0,0.0,0,0,0,0,0,0,2906.0,0.0,0,0.0,0,0,0,0,0.0,0.0,0.0,0," 25,642",0,0.0,0.0,0,0,0,0,0,0,25642.0
0R04-00391,0R04-005,City and Borough of Juneau,Capital Transit,,Active,Rural Reporter,Rural,"City, County or Local Government Unit or Department of Transportation",0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,10099 Bentwood Place,,,Juneau,AK,99801,,10,http://www.juneau.org/capitaltransit/index.php,1725.0,129390407.0,,,,,,,,,13,8,21,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 247,366",0,0,0.0,0.0,0.0,0," 608,468",0,0.0,0.0,0,0,0,0,0,0,855834.0,0,0,0.0,0," 15,993",0,0,0.0,0.0,0.0,0," 40,152",0,0.0,0.0,0,0,0,0,0,0,56145.0,0.0,0,0.0,0," 29,714",0,0,0.0,0.0,0.0,0," 1,036,923",0,0.0,0.0,0,0,0,0,0,0,1066637.0
0R04-00399,,Sunshine Transit ,,,Active,Rural Reporter,Rural,Private-Non-Profit Corporation,0R04,Alaska Department of Transportation,Rural General Public Transit,6/30/2019,10/31/2019,PO Box 1189,,,Willow,AK,99688,,10,http://www.sunshinetransit.org,1725.0,186850533.0,,,,,,,,,7,,7,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 117,772",0,0,0.0,0.0,0.0,0," 60,140",0,0.0,0.0,0,0,0,0,0,0,177912.0,0,0,0.0,0," 5,523",0,0,0.0,0.0,0.0,0," 3,872",0,0.0,0.0,0,0,0,0,0,0,9395.0,0.0,0,0.0,0," 7,483",0,0,0.0,0.0,0.0,0," 8,256",0,0.0,0.0,0,0,0,0,0,0,15739.0
10001,1001,Rhode Island Public Transit Authority,RIPTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,705 Elmwood Ave,,,Providence,RI,2907,,1,http://www.RIPTA.com/,1388.0,41275652.0,"1,436","1,048,319",39.0,"Providence, RI-MA",,"1,190,956","2,185",545,276,15,291,,,Tier I (Fixed Route VOMS),0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 2,424,533"," 523,663",0,0.0,0.0,0.0,0," 8,922,598",0,0.0,0.0,0,0,0,0," 132,916",0,12003710.0,0,0,0.0,0," 150,720"," 17,237",0,0.0,0.0,0.0,0," 671,155",0,0.0,0.0,0,0,0,0," 2,953",0,842065.0,0.0,0,0.0,0," 332,010"," 52,208",0,0.0,0.0,0.0,0," 16,029,388",0,0.0,0.0,0,0,0,0," 17,990",0,16431596.0
10002,1002,Manchester Transit Authority,MTA,,Active,Reduced Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,110 Elm Street,,,Manchester,NH,3101,2799.0,1,http://www.mtabus.org/,1387.0,155858327.0,63,"135,366",209.0,"Manchester, NH",,"158,377","1,838",86,19,,19,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 81,171",0,0,0.0,0.0,0.0,0," 565,558",0,0.0,0.0,0,0,0,0,0,0,646729.0,0,0,0.0,0," 7,812",0,0,0.0,0.0,0.0,0," 47,309",0,0.0,0.0,0,0,0,0,0,0,55121.0,0.0,0,0.0,0," 10,192",0,0,0.0,0.0,0.0,0," 399,127",0,0.0,0.0,0,0,0,0,0,0,409319.0
10003,1003,Massachusetts Bay Transportation Authority,MBTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,10 Park Plaza,,,Boston,MA,2116,3974.0,1,http://www.mbta.com/,1369.0,122872260.0,"3,244","3,109,308",10.0,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873","1,332","1,132","2,464",,,Tier I (Rail),0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,0,0,0.0," 24,935,847"," 15,610,789",0," 262,174"," 23,062,016",0.0,0.0," 5,698,854",22385724,0,0.0,0.0," 1,474,538",0," 540,018",0,0,0,93969960.0,0,0,0.0," 829,590"," 1,417,991",0," 24,860"," 1,524,626",0.0,0.0," 658,603",2809261,0,0.0,0.0," 195,184",0," 63,743",0,0,0,7523858.0,0.0,0,0.0," 31,177,738"," 1,862,279",0," 1,584,440"," 160,351,814",0.0,0.0," 56,975,564",100252985,0,0.0,0.0," 11,490,833",0," 3,021,243",0,0,0,366716896.0
10004,1004,Brockton Area Transit Authority,BAT,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,155 Court Street,,,Brockton,MA,2302,4608.0,1,http://www.ridebat.com/,1370.0,97450936.0,86,"254,648",10.0,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",,91,91,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 691,855",0,0,0,0.0,0.0,0," 1,307,255",0,0.0,0.0,0,0,0,0,0,0,1999110.0,0,0,0.0,0," 67,948",0,0,0,0.0,0.0,0," 107,563",0,0.0,0.0,0,0,0,0,0,0,175511.0,0.0,0,0.0,0," 173,880",0,0,0,0.0,0.0,0," 2,636,726",0,0.0,0.0,0,0,0,0,0,0,2810606.0
10005,1005,Lowell Regional Transit Authority,LRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,115 Thorndike Street,,,Lowell,MA,1852,3308.0,1,http://www.lrta.com/,1375.0,81578775.0,282,"338,186",10.0,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",17,56,73,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0,572538,0,0,0,0.0,0.0,0," 1,303,685",0,0.0,0.0,0,0,0,0,0,0,1876223.0,0,0,0.0,0,45657,0,0,0,0.0,0.0,0," 89,341",0,0.0,0.0,0,0,0,0,0,0,134998.0,0.0,0,0.0,0,109779,0,0,0,0.0,0.0,0," 1,370,690",0,0.0,0.0,0,0,0,0,0,0,1480469.0
10006,1006,Southeastern Regional Transit Authority,SRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,"700 Pleasant Street, Suite 530",,,New Bedford,MA,2740,6263.0,1,http://www.srtabus.com/,5002.0,75723833.0,289,"308,614",219.0,"New Bedford, MA",,"149,443","2,712",55,,74,74,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 616,819",0,0,0,0.0,0.0,0," 1,579,584",0,0.0,0.0,0,0,0,0,0,0,2196403.0,0,0,0.0,0," 38,478",0,0,0,0.0,0.0,0," 125,189",0,0.0,0.0,0,0,0,0,0,0,163667.0,0.0,0,0.0,0," 82,500",0,0,0,0.0,0.0,0," 2,666,570",0,0.0,0.0,0,0,0,0,0,0,2749070.0
10007,1007,Berkshire Regional Transit Authority,BRTA,,Active,Full Reporter,Urban,"Subsidiary Unit of a Transit Agency, Reporting Separately",,,,6/30/2019,10/31/2019,"One Columbus Avenue, Suite 201",,,Pittsfield,MA,1201,,1,http://www.berkshirerta.com/,1378.0,879333219.0,384,"127,500",448.0,"Pittsfield, MA",,"59,124","1,765",34,,27,27,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 275,142",0,0,0,0.0,0.0,0," 889,439",0,0.0,0.0,0,0,0,0,0,0,1164581.0,0,0,0.0,0," 19,166",0,0,0,0.0,0.0,0," 52,987",0,0.0,0.0,0,0,0,0,0,0,72153.0,0.0,0,0.0,0," 27,298",0,0,0,0.0,0.0,0," 497,498",0,0.0,0.0,0,0,0,0,0,0,524796.0
10008,1008,Pioneer Valley Transit Authority,PVTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,2808 Main Street,,,Springfield,MA,1107,,1,http://www.pvta.com/,1379.0,79225835.0,302,"551,543",65.0,"Springfield, MA-CT",,"621,300","1,783",349,,251,251,,,Tier I (Fixed Route VOMS),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 2,761,347",0,0,0,0.0,0.0,0," 4,876,741",0,0.0,0.0,0,0,0,0,0,0,7638088.0,0,0,0.0,0," 187,109",0,0,0,0.0,0.0,0," 369,630",0,0.0,0.0,0,0,0,0,0,0,556739.0,0.0,0,0.0,0," 260,582",0,0,0,0.0,0.0,0," 10,120,344",0,0.0,0.0,0,0,0,0,0,0,10380926.0
10013,1013,Merrimack Valley Regional Transit Authority,MVRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,85 Railroad Avenue,,,Haverhill,MA,1835,7295.0,1,http://www.mvrta.com/,1374.0,90159711.0,225,"306,339",10.0,"Boston, MA-NH-RI",,"4,181,019","2,232","1,873",,76,76,,,Tier II,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0," 82,175",0.0,0," 887,246",0,0,0,0.0,0.0,0," 1,413,951",0,0.0,0.0,0,0,0,0,0,0,2383372.0,0," 4,850",0.0,0," 54,371",0,0,0,0.0,0.0,0," 127,060",0,0.0,0.0,0,0,0,0,0,0,186281.0,0.0," 60,822",0.0,0," 91,944",0,0,0,0.0,0.0,0," 1,952,888",0,0.0,0.0,0,0,0,0,0,0,2105654.0
10014,1014,Worcester Regional Transit Authority,WRTA,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,60 Foster Street,,,Worcester,MA,1608,,1,http://www.therta.com/,1380.0,92196856.0,866,"479,329",81.0,"Worcester, MA-CT",,"486,514","1,600",304,51,48,99,,,Tier II,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0,0,0.0,0,877469," 272,330",0,0,0.0,0.0,0," 1,896,120",0,0.0,0.0,0,0,0,0,0,0,3045919.0,0,0,0.0,0,58028," 19,762",0,0,0.0,0.0,0," 161,086",0,0.0,0.0,0,0,0,0,0,0,238876.0,0.0,0,0.0,0,132396," 48,200",0,0,0.0,0.0,0," 3,013,268",0,0.0,0.0,0,0,0,0,0,0,3193864.0
10015,1015,Lewiston-Auburn Transit Committee,LATC,,Active,Reduced Reporter,Urban,"City, County or Local Government Unit or Department of Transportation",,,,9/30/2019,1/31/2020,125 Manley Road,,,Auburn,ME,4210,,1,http://www.purplebus.org/,1344.0,86876661.0,19,"46,052",446.0,"Lewiston, ME",,"59,397","1,678",35,,8,8,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 25,562",0,0,0,0.0,0.0,0," 208,665",0,0.0,0.0,0,0,0,0,0,0,234227.0,0,0,0.0,0," 2,519",0,0,0,0.0,0.0,0," 15,861",0,0.0,0.0,0,0,0,0,0,0,18380.0,0.0,0,0.0,0," 9,674",0,0,0,0.0,0.0,0," 307,779",0,0.0,0.0,0,0,0,0,0,0,317453.0
10016,1016,Greater Portland Transit District,GPTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,12/31/2019,4/30/2020,114 Valley Street,,,Portland,ME,4102,3039.0,1,http://www.gpmetro.org/,1348.0,61852653.0,71,"109,535",177.0,"Portland, ME",,"203,914","1,500",136,34,,34,,,Tier II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0," 1,498,206",0,0.0,0.0,0,0,0,0,0,0,1498206.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0," 110,747",0,0.0,0.0,0,0,0,0,0,0,110747.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0," 2,111,881",0,0.0,0.0,0,0,0,0,0,0,2111881.0
10017,1017,Greater Hartford Transit District,GHTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,One Union Place,,,Hartford,CT,6103,,1,http://www.hartfordtransit.org/,1335.0,69239044.0,620,"1,248,881",47.0,"Hartford, CT",,"924,859","1,792",516,,153,153,,,Tier I (Non-Fixed Route VOMS),0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 4,313,272",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,4313272.0,0,0,0.0,0," 288,140",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,288140.0,0.0,0,0.0,0," 513,438",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,513438.0
10040,1040,Southeast Area Transit District,SEAT,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,21 Route 12,,,Preston,CT,6365,,1,http://www.seatbus.com/,1340.0,958187429.0,305,"201,309",174.0,"Norwich-New London, CT-RI",,"209,190","1,376",152,19,4,23,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0," 84,377",0,0,0,0.0,0.0,0," 991,891",0,0.0,0.0,0,0,0,0,0,0,1076268.0,0,0,0.0,0," 6,352",0,0,0,0.0,0.0,0," 65,109",0,0.0,0.0,0,0,0,0,0,0,71461.0,0.0,0,0.0,0," 6,214",0,0,0,0.0,0.0,0," 959,444",0,0.0,0.0,0,0,0,0,0,0,965658.0
10042,1042,Valley Transit District,VTD,,Active,Full Reporter,Urban,Independent Public Agency or Authority of Transit Service,,,,6/30/2019,10/31/2019,41 Main Street,,,Derby,CT,6418,,1,http://www.valleytransit.org/,1859.0,60020179.0,58,"88,364",48.0,"Bridgeport-Stamford, CT-NY",,"923,311","1,981",466,12,,12,,,Tier II,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.0,0," 231,837",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,231837.0,0,0,0.0,0," 16,026",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,16026.0,0.0,0,0.0,0," 48,529",0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,48529.0
10045,1045,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,CDOT CTTransit DATTCO,,Active,Full Reporter,Urban,Private Provider Reporting on Behalf of a Public Entity,,,,6/30/2019,10/31/2019,583 South Street,,,New Britain,CT,6051,,1,http://www.dattco.com/,1334.0,18727560.0,13,"73,941",47.0,"Hartford, CT",,"924,859","1,792",516,,25,25,,,Tier II,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0," 796,670",0.0,0,0,0,0,0,0.0,0.0,0," 203,867",0,0.0,0.0,0,0,0,0,0,0,1000537.0,0," 43,071",0.0,0,0,0,0,0,0.0,0.0,0," 20,640",0,0.0,0.0,0,0,0,0,0,0,63711.0,0.0," 216,706",0.0,0,0,0,0,0,0.0,0.0,0," 167,144",0,0.0,0.0,0,0,0,0,0,0,383850.0
10048,1048,Connecticut Department of Transportation - CTTRANSIT - Hartford Division,CTTransit,,Active,Full Reporter,Urban,State Government Unit or Department of Transportation,,,,6/30/2019,10/31/2019,100 Leibert Road,,66,Hartford,CT,6141,66.0,1,http://www.cttransit.com/,5152.0,98106495.0,664,"851,535",47.0,"Hartford, CT",,"924,859","1,792",516,239,,239,,,Tier I (Fixed Route VOMS),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0," 8,997,586",0,0.0,0.0," 681,772",0,0,0,0,0,9679358.0,0,0,0.0,0,0,0,0,0,0.0,0.0,0," 702,787",0,0.0,0.0," 40,794",0,0,0,0,0,743581.0,0.0,0,0.0,0,0,0,0,0,0.0,0.0,0," 14,217,815",0,0.0,0.0," 1,579,767",0,0,0,0,0,15797582.0
