NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Operating Expense Type,Operators' Salaries and Wages,Operators' Paid Absences,Other Salaries and Wages,Other Paid Absences,Fringe Benefits,Service Costs,Fuel and Lubricants,Tires and Tubes,Other Materials and Supplies,Utilities,Casualty and Liability Costs,Taxes,PT Funds In Report,PT Funds Reported Separately,Miscellaneous Expenses,Reduced Reporting Waiver - Total OE,Total Operating Expenses,Total Operating Expenses (No Funds Reported Separately),ADA Related Expenses
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,Vehicle Operations,$0,$0,"$2,370,559","$493,431","$576,856","$3,444,171","$7,723,173",$0,"$46,109","$1,361,891",$0,$0,"$73,435,078",$0,"$9,560",$0,"$89,460,828","$89,460,828",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,Facility Maintenance,$0,$0,$509,$170,$415,"$93,043",$0,$0,"$2,765",$0,$0,$0,$0,$0,"$99,840",$0,"$196,742","$196,742",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,General Administration,$0,$0,"$64,100","$10,820","$11,343","$166,599",$0,$0,"$4,207","$4,281","$69,357",$0,$0,$0,"$64,236",$0,"$394,943","$394,943",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,Total,"$394,245","$61,415","$116,871","$20,542","$149,667","$597,480","$121,214","$5,421","$114,611","$4,281","$69,357",$0,$0,$0,"$254,487",$0,"$1,909,591","$1,909,591","$1,909,591"
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,Vehicle Maintenance,$0,$0,"$35,047","$5,488","$7,562","$10,495","$1,729","$1,712","$107,625",$0,$0,$0,$0,$0,"$3,349",$0,"$173,007","$173,007",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,Vehicle Operations,"$394,245","$61,415","$17,215","$4,064","$130,347","$327,343","$119,485","$3,709",$14,$0,$0,$0,$0,$0,"$87,062",$0,"$1,144,899","$1,144,899",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,Facility Maintenance,$0,$0,"$18,769","$5,452","$6,662","$19,340",$0,$0,"$2,035,387",$0,$0,$0,"$3,091,771",$0,"$309,038",$0,"$5,486,419","$5,486,419",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,General Administration,$0,$0,"$3,058,641","$828,051","$1,643,791","$4,518,355",$0,$0,"$1,092,219","$194,390","$2,846,657",$0,"$9,178,057",$0,"$490,845",$0,"$23,851,006","$23,851,006",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,Total,$0,$0,"$6,543,207","$1,771,148","$3,806,034","$6,584,078","$124,159","$609,443","$14,251,575","$194,390","$2,846,657",$0,"$73,130,057",$0,"$1,762,347",$0,"$111,623,095","$111,623,095","$111,623,095"
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,Vehicle Maintenance,$0,$0,"$1,546,732","$429,881","$893,380","$276,602","$124,159","$609,443","$203,915",$0,$0,$0,"$16,942,253",$0,"$476,373",$0,"$21,502,738","$21,502,738",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,Vehicle Operations,$0,$0,"$1,919,065","$507,764","$1,262,201","$1,769,781",$0,$0,"$10,920,054",$0,$0,$0,"$43,917,976",$0,"$486,091",$0,"$60,782,932","$60,782,932",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,Facility Maintenance,$0,$0,"$5,255","$1,055","$4,915","$2,052",$0,$0,"$3,114",$0,$0,$0,"$500,071",$0,"$96,514",$0,"$612,976","$612,976",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,General Administration,$0,$0,"$802,175","$180,202","$492,811","$1,091,230",$0,$0,"$45,163","$45,849","$1,614,239",$0,"$600,190",$0,"$214,400",$0,"$5,086,259","$5,086,259",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,Total,$0,$0,"$2,384,357","$637,165","$1,195,842","$2,556,741","$29,342","$91,302","$96,894","$45,849","$1,614,239",$0,"$17,221,901",$0,"$615,488",$0,"$26,489,120","$26,489,120","$26,489,120"
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,Vehicle Maintenance,$0,$0,"$730,367","$203,061","$257,404","$208,469","$29,342","$91,302","$48,096",$0,$0,$0,"$2,173,237",$0,"$121,991",$0,"$3,863,269","$3,863,269",$0
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,Vehicle Operations,$0,$0,"$846,560","$252,847","$440,712","$1,254,990",$0,$0,$521,$0,$0,$0,"$13,948,403",$0,"$182,583",$0,"$16,926,616","$16,926,616",$0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,Facility Maintenance,$0,$0,"$8,273,768","$743,526","$561,995","$18,050,788",$0,$0,"$779,408",$0,$0,$0,$0,$0,"$172,481",$0,"$28,581,966","$28,581,966",$0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,General Administration,$0,$0,"$3,268,178","$549,199","$837,720","$4,525,566",$0,$0,"$295,081","$843,754","$2,069,093",$0,$0,$0,"$178,857",$0,"$12,567,448","$12,567,448",$0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,Total,"$8,300,463","$1,538,901","$22,406,163","$2,368,819","$8,243,123","$23,611,149","$142,670","$1,050","$2,952,911","$5,131,328","$2,069,093",$0,$0,$0,"$1,159,914",$0,"$77,925,584","$77,925,584",$0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,Vehicle Maintenance,$0,$0,"$6,026,159","$566,196","$1,650,903","$926,242","$142,670","$1,050","$1,844,266",$0,$0,$0,$0,$0,"$402,401",$0,"$11,559,887","$11,559,887",$0
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,Vehicle Operations,"$8,300,463","$1,538,901","$4,838,058","$509,898","$5,192,505","$108,553",$0,$0,"$34,156","$4,287,574",$0,$0,$0,$0,"$406,175",$0,"$25,216,283","$25,216,283",$0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,Facility Maintenance,$0,$0,"$4,093,359","$448,970","$1,185,924","$5,620,963",$0,$0,"$659,038",$0,$0,$0,$0,$0,"$4,203",$0,"$12,012,457","$12,012,457",$0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,General Administration,$0,$0,"$1,646,336","$124,137","$1,060,044","$2,951,401",$0,$0,"$244,497","$1,326,982","$1,037,315",$0,$0,$0,"$87,819",$0,"$8,478,531","$8,478,531",$0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,Total,"$6,536,538","$961,693","$13,059,219","$1,019,144","$7,542,398","$11,015,375","$53,696","$1,357","$2,196,649","$4,396,970","$1,037,315",$0,$0,$0,"$97,537",$0,"$47,917,891","$47,917,891",$0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,Vehicle Maintenance,$0,$0,"$4,775,848","$272,227","$1,008,139","$2,443,011","$53,696","$1,357","$1,278,122",$0,$0,$0,$0,$0,$0,$0,"$9,832,400","$9,832,400",$0
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,Vehicle Operations,"$6,536,538","$961,693","$2,543,676","$173,810","$4,288,291",$0,$0,$0,"$14,992","$3,069,988",$0,$0,$0,$0,"$5,515",$0,"$17,594,503","$17,594,503",$0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,Facility Maintenance,$0,$0,"$2,896,980","$388,536","$1,496,070","$2,406,418",$0,$0,"$1,913,896",$0,$0,$0,$0,$0,"$89,573",$0,"$9,191,473","$9,191,473",$0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,General Administration,$0,$0,"$17,104,560","$950,412","$9,682,954","$10,711,851",$0,$0,"$456,009","$3,223,142","$7,314,665",$0,$0,$0,"$496,447",$0,"$49,940,040","$49,940,040",$0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,Total,"$87,594,205","$12,257,893","$70,101,916","$5,870,410","$91,381,483","$24,117,469","$14,023,282","$2,303,564","$20,956,788","$3,223,142","$7,314,665",$0,$0,$0,"$739,044",$0,"$339,883,861","$339,883,861",$0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0,$0,"$27,111,781","$3,183,123","$16,765,309","$5,718,244","$759,789","$3,471","$18,478,064",$0,$0,$0,$0,$0,"$121,996",$0,"$72,141,777","$72,141,777",$0
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,Vehicle Operations,"$87,594,205","$12,257,893","$22,988,595","$1,348,339","$63,437,150","$5,280,956","$13,263,493","$2,300,093","$108,819",$0,$0,$0,$0,$0,"$31,028",$0,"$208,610,571","$208,610,571",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Facility Maintenance,$0,$0,"$5,553",$229,"$2,860",$0,$0,$0,$826,$0,$0,$0,$0,$0,"$13,727",$0,"$23,195","$23,195",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,General Administration,$0,$0,"$42,208",$403,"$5,243","$23,388",$0,$0,"$3,820","$15,040","$29,010","$1,092",$0,$0,"$7,742",$0,"$127,946","$127,946",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Total,"$55,297","$6,690","$120,959","$2,633","$49,096","$23,388","$12,263","$1,942","$24,503","$15,040","$29,010","$9,931",$0,$0,"$25,672",$0,"$376,424","$376,424","$376,424"
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Vehicle Maintenance,$0,$0,"$50,740","$1,301","$8,103",$0,$487,$0,"$19,857",$0,$0,"$1,986",$0,$0,"$1,751",$0,"$84,225","$84,225",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Vehicle Operations,"$55,297","$6,690","$22,458",$700,"$32,890",$0,"$11,776","$1,942",$0,$0,$0,"$6,853",$0,$0,"$2,452",$0,"$141,058","$141,058",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,$0,$0,"$32,251",$516,"$25,740",$0,$0,$0,"$4,681",$0,$0,$0,$0,$0,"$77,786",$0,"$140,974","$140,974",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,General Administration,$0,$0,"$241,070",$393,"$104,799","$132,534",$0,$0,"$25,616","$85,227","$164,388","$20,758",$0,$0,"$45,275",$0,"$820,060","$820,060",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Total,"$1,224,971","$26,779","$583,397","$8,888","$904,233","$132,534","$272,400","$26,812","$138,849","$85,227","$164,388","$188,703",$0,$0,"$145,472",$0,"$3,902,653","$3,902,653",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0,$0,"$289,696","$5,200","$151,658",$0,"$2,759",$0,"$108,552",$0,$0,"$37,741",$0,$0,"$9,336",$0,"$604,942","$604,942",$0
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,"$1,224,971","$26,779","$20,380","$2,779","$622,036",$0,"$269,641","$26,812",$0,$0,$0,"$130,204",$0,$0,"$13,075",$0,"$2,336,677","$2,336,677",$0
30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$8,435,078","$8,435,078","$8,435,078",
30040,City of Annapolis,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$266,159","$266,159","$266,159",
30040,City of Annapolis,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$4,264,264","$4,264,264","$4,264,264",
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$361,237","$361,237","$361,237",
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$1,434,604","$1,434,604","$1,434,604",
30042,Washington County ,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$571,960","$571,960","$571,960",
30042,Washington County ,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$2,053,100","$2,053,100","$2,053,100",
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,Facility Maintenance,$0,$0,$0,$0,$0,"$6,269",$0,$0,$364,$0,$0,$0,"$11,893",$0,$0,$0,"$18,526","$18,526",$0
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,General Administration,$0,$0,"$291,462","$25,345","$144,011","$20,496",$0,$0,"$14,525","$94,382","$12,447",$0,"$520,922",$0,"$9,449",$0,"$1,133,039","$1,133,039",$0
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,Total,$0,$0,"$291,462","$25,345","$144,011","$52,036","$546,016","$66,985","$99,972","$94,382","$12,447",$0,"$3,618,702",$0,"$13,926",$0,"$4,965,284","$4,965,284","$358,673"
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,"$25,271",$0,"$66,985","$85,083",$0,$0,$0,"$258,479",$0,"$4,477",$0,"$440,295","$440,295",$0
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,"$546,016",$0,$0,$0,$0,$0,"$2,827,408",$0,$0,$0,"$3,373,424","$3,373,424",$0
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,Facility Maintenance,$0,$0,$0,$0,$0,"$19,830",$0,$0,$364,$0,$0,$0,"$38,955",$0,$0,$0,"$59,149","$59,149",$0
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,General Administration,$0,$0,"$244,474","$21,259","$124,795","$121,541",$0,$0,"$25,111","$143,726","$15,620",$0,"$487,151",$0,"$118,413",$0,"$1,302,090","$1,302,090",$0
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,Total,$0,$0,"$244,474","$21,259","$124,795","$297,025","$468,193","$94,101","$336,113","$143,726","$15,620",$0,"$3,715,568",$0,"$169,294",$0,"$5,630,168","$5,630,168",$0
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,"$155,654",$0,$0,"$310,638",$0,$0,$0,"$483,650",$0,"$50,881",$0,"$1,000,823","$1,000,823",$0
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,"$468,193","$94,101",$0,$0,$0,$0,"$2,705,812",$0,$0,$0,"$3,268,106","$3,268,106",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,Facility Maintenance,$0,$0,$0,$0,$0,"$12,290",$0,$0,"$1,529",$0,$0,$0,$0,$0,$0,$0,"$13,819","$13,819",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,General Administration,$0,$0,"$144,057","$15,500","$42,127",$0,$0,$0,$0,"$11,343","$38,346",$101,$0,$0,$0,$0,"$251,474","$251,474",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,Total,"$349,670","$27,804","$360,765","$27,437","$223,186","$30,033","$73,105","$4,428","$10,227","$11,343","$38,346",$280,$0,$0,$0,$0,"$1,156,624","$1,156,624",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,Vehicle Maintenance,$0,$0,"$54,620","$3,902","$15,751","$11,014","$1,106",$613,"$7,021",$0,$0,$0,$0,$0,$0,$0,"$94,027","$94,027",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,Vehicle Operations,"$349,670","$27,804","$162,088","$8,035","$165,308","$6,729","$71,999","$3,815","$1,677",$0,$0,$179,$0,$0,$0,$0,"$797,304","$797,304",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,Facility Maintenance,$0,$0,"$34,877","$3,072","$9,662","$119,823",$0,$0,"$9,495",$0,$0,$0,$0,$0,$0,$0,"$176,929","$176,929",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,General Administration,$0,$0,"$385,406","$41,467","$112,704","$258,867",$0,$0,"$92,164","$70,460","$238,198",$628,$0,$0,"$171,678",$0,"$1,371,572","$1,371,572",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,Total,"$2,246,404","$178,623","$1,570,836","$103,966","$1,215,867","$488,904","$454,111","$27,511","$155,688","$70,460","$238,198","$1,737",$0,$0,"$171,678",$0,"$6,923,983","$6,923,983","$3,476,243"
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,Vehicle Maintenance,$0,$0,"$109,239","$7,805","$31,503","$68,417","$6,868","$3,810","$43,611",$0,$0,$0,$0,$0,$0,$0,"$271,253","$271,253",$0
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,Vehicle Operations,"$2,246,404","$178,623","$1,041,314","$51,622","$1,061,998","$41,797","$447,243","$23,701","$10,418",$0,$0,"$1,109",$0,$0,$0,$0,"$5,104,229","$5,104,229",$0
30048,County of Howard,Full Reporter,Urban,DR,PT,Facility Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$90,514",$0,$0,$0,"$90,514","$90,514",$0
30048,County of Howard,Full Reporter,Urban,DR,PT,General Administration,$0,$0,"$38,568","$3,450","$12,732",$0,$0,$0,$160,$0,$0,$0,"$274,762",$0,$0,$0,"$329,672","$329,672",$0
30048,County of Howard,Full Reporter,Urban,DR,PT,Total,$0,$0,"$38,568","$3,450","$12,732",$0,$0,$0,$160,$0,$0,$0,"$3,200,402",$0,$0,$0,"$3,255,312","$3,255,312","$1,536,193"
30048,County of Howard,Full Reporter,Urban,DR,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$507,682",$0,$0,$0,"$507,682","$507,682",$0
30048,County of Howard,Full Reporter,Urban,DR,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,327,444",$0,$0,$0,"$2,327,444","$2,327,444",$0
30048,County of Howard,Full Reporter,Urban,DT,PT,Facility Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$15,305",$0,$0,$0,"$15,305","$15,305",$0
30048,County of Howard,Full Reporter,Urban,DT,PT,General Administration,$0,$0,"$13,555","$1,445",$750,$0,$0,$0,$30,$0,$0,$0,"$30,610",$0,$0,$0,"$46,390","$46,390",$0
30048,County of Howard,Full Reporter,Urban,DT,PT,Total,$0,$0,"$13,555","$1,445",$750,$0,$0,$0,$30,$0,$0,$0,"$168,354",$0,$0,$0,"$184,134","$184,134","$82,860"
30048,County of Howard,Full Reporter,Urban,DT,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$45,915",$0,$0,$0,"$45,915","$45,915",$0
30048,County of Howard,Full Reporter,Urban,DT,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$76,524",$0,$0,$0,"$76,524","$76,524",$0
30048,County of Howard,Full Reporter,Urban,MB,PT,Facility Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$293,637",$0,$0,$0,"$293,637","$293,637",$0
30048,County of Howard,Full Reporter,Urban,MB,PT,General Administration,$0,$0,"$205,694","$8,590","$67,905",$0,$0,$0,$170,$0,$0,$0,"$1,655,574",$0,$0,$0,"$1,937,933","$1,937,933",$0
30048,County of Howard,Full Reporter,Urban,MB,PT,Total,$0,$0,"$205,694","$8,590","$67,905",$0,$0,$0,$170,$0,$0,$0,"$10,313,475",$0,$0,$0,"$10,595,834","$10,595,834",$0
30048,County of Howard,Full Reporter,Urban,MB,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$1,727,536",$0,$0,$0,"$1,727,536","$1,727,536",$0
30048,County of Howard,Full Reporter,Urban,MB,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$6,636,728",$0,$0,$0,"$6,636,728","$6,636,728",$0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,Facility Maintenance,$0,$0,"$7,462","$1,121","$3,036","$5,109,082",$0,$0,"$420,422",$0,$0,$0,$0,$0,$0,$0,"$5,541,123","$5,541,123",$0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,General Administration,$0,$0,"$9,044,947","$1,434,750","$4,514,528","$2,378,920",$0,$0,"$458,224","$846,459","$95,354",$0,$0,$0,"$626,170",$0,"$19,399,352","$19,399,352",$0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,Total,"$41,074,716","$5,668,859","$17,415,037","$2,947,538","$23,506,054","$7,488,002","$9,724,658","$6,761,823","$8,194,783","$846,459","$95,354",$0,$0,$0,"$899,052",$0,"$124,622,335","$124,622,335",$0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0,$0,"$5,319,209","$1,059,836","$2,092,405",$0,"$714,362","$3,456","$6,860,277",$0,$0,$0,$0,$0,"$272,882",$0,"$16,322,427","$16,322,427",$0
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,Vehicle Operations,"$41,074,716","$5,668,859","$3,043,419","$451,831","$16,896,085",$0,"$9,010,296","$6,758,367","$455,860",$0,$0,$0,$0,$0,$0,$0,"$83,359,433","$83,359,433",$0
30053,City of Bristol Virginia,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$48,105","$48,105","$48,105",
30053,City of Bristol Virginia,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$389,211","$389,211","$389,211",
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,Facility Maintenance,$0,$0,"$2,988",$252,"$1,460",$0,$0,$0,$915,$0,$0,$0,"$6,830",$0,$402,$0,"$12,847","$12,847",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,General Administration,$0,$0,"$19,650","$3,322","$8,044","$1,516",$0,$0,"$2,359","$33,932","$3,336",$0,"$239,034",$0,"$1,970",$0,"$313,163","$313,163",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,Total,$0,$0,"$100,963","$15,796","$46,778","$11,128",$372,"$4,031","$11,471","$33,932","$3,336",$0,"$757,887",$0,"$11,574",$0,"$997,268","$997,268","$484,541"
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,Vehicle Maintenance,$0,$0,"$26,510","$2,236","$12,956","$7,845",$0,$0,"$8,114",$0,$0,$0,"$47,807",$0,"$3,576",$0,"$109,044","$109,044",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,Vehicle Operations,$0,$0,"$51,815","$9,986","$24,318","$1,767",$372,"$4,031",$83,$0,$0,$0,"$464,216",$0,"$5,626",$0,"$562,214","$562,214",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,Facility Maintenance,$0,$0,"$144,464","$19,285","$70,734",$0,$0,$0,"$74,590",$0,$0,$0,$0,$0,"$6,851",$0,"$315,924","$315,924",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,General Administration,$0,$0,"$1,228,489","$159,030","$396,613","$782,189",$0,$0,"$120,258","$286,730","$245,770",$0,$0,$0,"$36,013",$0,"$3,255,092","$3,255,092",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,Total,"$5,000,985","$928,252","$3,204,089","$410,970","$4,164,610","$782,189","$835,220","$99,572","$878,500","$286,730","$245,770",$0,$0,$0,"$213,858",$0,"$17,050,745","$17,050,745",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0,$0,"$1,281,751","$171,091","$627,578",$0,"$20,225",$66,"$673,785",$0,$0,$0,$0,$0,"$33,487",$0,"$2,807,983","$2,807,983",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,Vehicle Operations,"$5,000,985","$928,252","$549,385","$61,564","$3,069,685",$0,"$814,995","$99,506","$9,867",$0,$0,$0,$0,$0,"$137,507",$0,"$10,671,746","$10,671,746",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,Facility Maintenance,$0,$0,"$4,130",$338,"$2,187",$0,$0,$0,$975,$0,$0,$0,$0,$0,$0,$0,"$7,630","$7,630",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,General Administration,$0,$0,"$22,523","$3,880","$8,997","$1,625",$0,$0,$0,"$31,774","$85,106",$0,$0,$0,"$4,700",$0,"$158,605","$158,605",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,Total,$0,$0,"$110,808","$21,616","$47,562","$1,625","$133,548","$11,238","$29,218","$31,774","$85,106",$0,$0,$0,"$27,345",$0,"$499,840","$499,840",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,Vehicle Maintenance,$0,$0,"$36,642","$3,001","$19,406",$0,$0,$0,"$28,243",$0,$0,$0,$0,$0,"$4,247",$0,"$91,539","$91,539",$0
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,Vehicle Operations,$0,$0,"$47,513","$14,397","$16,972",$0,"$133,548","$11,238",$0,$0,$0,$0,$0,$0,"$18,398",$0,"$242,066","$242,066",$0
30055,City of Sharon,Reduced Reporter,Urban,DR,DO,Total,,,,,,,,,,,,,,,,"$1,818,081","$1,818,081","$1,818,081",
30055,City of Sharon,Reduced Reporter,Urban,MB,DO,Total,,,,,,,,,,,,,,,,"$998,875","$998,875","$998,875",
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,Facility Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$2,859,800",$0,$0,$0,"$2,859,800","$2,859,800",$0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,General Administration,$0,$0,"$9,160",$0,"$2,748",$0,$0,$0,$0,$22,$0,$0,"$16,448,385",$0,$0,$0,"$16,460,315","$16,460,315",$0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,Total,$0,$0,"$9,160",$0,"$2,748",$0,$0,$0,$0,$22,$0,$0,"$48,588,792",$0,$0,$0,"$48,600,722","$48,600,722",$0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,Vehicle Maintenance,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$16,562,070",$0,$0,$0,"$16,562,070","$16,562,070",$0
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,Vehicle Operations,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,$0,"$12,718,537",$0,$0,$0,"$12,718,537","$12,718,537",$0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,Facility Maintenance,$0,$0,$0,$0,$0,"$9,053",$0,$0,"$41,053",$0,$0,$0,$0,$0,$0,$0,"$50,106","$50,106",$0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,General Administration,$0,$0,"$532,201","$15,900","$233,569","$48,836",$0,$0,"$51,679","$23,135","$43,252","$17,338",$0,$0,$0,$0,"$965,910","$965,910",$0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,Total,"$1,259,416","$172,188","$876,968","$38,422","$1,219,360","$108,251","$190,140","$23,209","$226,424","$23,135","$43,252","$27,512",$0,$0,$0,$0,"$4,208,277","$4,208,277",$0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,Vehicle Maintenance,$0,$0,"$128,307","$2,849","$35,901","$50,362","$3,422",$0,"$119,320",$0,$0,"$10,174",$0,$0,$0,$0,"$350,335","$350,335",$0
30058,City of Fairfax,Full Reporter,Urban,MB,DO,Vehicle Operations,"$1,259,416","$172,188","$216,460","$19,673","$949,890",$0,"$186,718","$23,209","$14,372",$0,$0,$0,$0,$0,$0,$0,"$2,841,926","$2,841,926",$0
