NTD ID,Agency Name,Reporter Type,Reporting Module,Mode,TOS,Expense Type,Passenger Paid Fares,Organization Paid Fares,Total Fares
2R02-20926,Schoharie County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
2R02-20926,Schoharie County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$11,810",$0,"$11,810"
2R02-20926,Schoharie County Public Transportation,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20926,Schoharie County Public Transportation,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$51,190",$0,"$51,190"
2R02-20931,Greene County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20931,Greene County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$20,632",$0,"$20,632"
2R02-20932,Essex County Department of Community Development,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20932,Essex County Department of Community Development,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$26,823",$0,"$26,823"
2R02-20934,Orleans Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20934,Orleans Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$29,911",$0,"$29,911"
2R02-20935,Chenango County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20935,Chenango County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$17,582",$0,"$17,582"
2R02-20937,Sullivan County Transportation,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20937,Sullivan County Transportation,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,$0,$0,$0
2R02-20938,RTS Seneca ,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20938,RTS Seneca ,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$60,600",$0,"$60,600"
2R02-20939,Clinton County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
2R02-20939,Clinton County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$17,685",$0,"$17,685"
2R02-20939,Clinton County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20939,Clinton County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$71,599",$0,"$71,599"
2R02-20940,Madison County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20940,Madison County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$7,417",$0,"$7,417"
2R02-20941,City of Corning,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20941,City of Corning,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$56,786",$0,"$56,786"
2R02-20942,Oswego County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
2R02-20942,Oswego County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$79,867",$0,"$79,867"
2R02-20942,Oswego County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20942,Oswego County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$63,906",$0,"$63,906"
2R02-20945,Schuyler County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
2R02-20945,Schuyler County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$2,544",$0,"$2,544"
2R02-20945,Schuyler County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20945,Schuyler County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$17,983",$0,"$17,983"
2R02-20946,First Transit - Steuben,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20946,First Transit - Steuben,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$73,511",$0,"$73,511"
2R02-20947,RTS Genesee,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20947,RTS Genesee,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$344,908",$0,"$344,908"
2R02-20951,Allegany County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20951,Allegany County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$32,622","$1,317","$33,939"
2R02-20952,Montgomery County,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20952,Montgomery County,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$97,620",$0,"$97,620"
2R02-20952,Montgomery County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20952,Montgomery County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$8,999",$0,"$8,999"
2R02-20953,Hornell Area Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20953,Hornell Area Transit,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$121,841",$0,"$121,841"
2R02-20954,Town of Goshen,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20954,Town of Goshen,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$12,812",$0,"$12,812"
2R02-20957,County of Niagara,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20957,County of Niagara,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$23,252",$0,"$23,252"
2R02-20958,Cortland County,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
2R02-20958,Cortland County,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$1,245",$0,"$1,245"
2R02-20958,Cortland County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20958,Cortland County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$122,887",$0,"$122,887"
2R02-20959,Chautauqua County,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
2R02-20959,Chautauqua County,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$81,232",$0,"$81,232"
2R02-20959,Chautauqua County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20959,Chautauqua County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$236,656",$0,"$236,656"
2R02-20960,City of Oneonta,Rural Reporter,Rural,CB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20960,City of Oneonta,Rural Reporter,Rural,CB,DO,Funds Expended on Operations,"$1,186",$0,"$1,186"
2R02-20960,City of Oneonta,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
2R02-20960,City of Oneonta,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$1,876",$0,"$1,876"
2R02-20960,City of Oneonta,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20960,City of Oneonta,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$246,073",$0,"$246,073"
2R02-20962,RTS Livingston ,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20962,RTS Livingston ,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$689,161",$0,"$689,161"
2R02-20964,Fulton County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20964,Fulton County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$11,010",$0,"$11,010"
2R02-20967,RTS Ontario,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20967,RTS Ontario,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$193,200",$0,"$193,200"
2R02-20968,Rensselaer County Planning Department,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20968,Rensselaer County Planning Department,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$8,517",$0,"$8,517"
2R02-20973,Town of Montgomery,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20973,Town of Montgomery,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$14,224",$0,"$14,224"
2R02-20975,First Transit-Olean,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20975,First Transit-Olean,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$29,220",$0,"$29,220"
2R02-20980,Wyoming Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20980,Wyoming Transit Service,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$26,841",$0,"$26,841"
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$6,371",$0,"$6,371"
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20981,Gloversville City Hall,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$46,383",$0,"$46,383"
2R02-20983,Wayne Area Transportation Service,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-20983,Wayne Area Transportation Service,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$48,914",$0,"$48,914"
2R02-20988,City of Port Jervis,Rural Reporter,Rural,DR,DO,Funds Expended on Capital,$0,$0,$0
2R02-20988,City of Port Jervis,Rural Reporter,Rural,DR,DO,Funds Expended on Operations,"$11,499",$0,"$11,499"
2R02-20990,Oneida County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20990,Oneida County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$2,467",$0,"$2,467"
2R02-20991,St Lawrence County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20991,St Lawrence County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$146,513",$0,"$146,513"
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$51,582","$18,836","$70,418"
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Capital,$0,$0,$0
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,DR,PT,Funds Expended on Operations,"$79,780","$31,588","$111,368"
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20992,Franklin County Public Transportation,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$114,028","$43,230","$157,258"
2R02-20998,Otsego County,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20998,Otsego County,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$61,333",$0,"$61,333"
2R02-20999,Columbia County-NY,Rural Reporter,Rural,CB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20999,Columbia County-NY,Rural Reporter,Rural,CB,PT,Funds Expended on Operations,"$18,080",$0,"$18,080"
2R02-20999,Columbia County-NY,Rural Reporter,Rural,MB,PT,Funds Expended on Capital,$0,$0,$0
2R02-20999,Columbia County-NY,Rural Reporter,Rural,MB,PT,Funds Expended on Operations,"$40,880",$0,"$40,880"
2R02-21000,Yates County,Rural Reporter,Rural,MB,DO,Funds Expended on Capital,$0,$0,$0
2R02-21000,Yates County,Rural Reporter,Rural,MB,DO,Funds Expended on Operations,"$40,206",$0,"$40,206"
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$51,628",$0,"$51,628"
30001,Kanawha Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,509,276",$0,"$1,509,276"
30002,The Tri-State Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$194,687",$0,"$194,687"
30002,The Tri-State Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,049,642",$0,"$1,049,642"
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$11,245",$0,"$11,245"
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30003,Mid-Ohio Valley Transit Authority,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$204,998",$0,"$204,998"
30006,Greater Richmond Transit Company,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$686,192","$250,000","$936,192"
30006,Greater Richmond Transit Company,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$6,696,543",$0,"$6,696,543"
30006,Greater Richmond Transit Company,Full Reporter,Urban,RB,DO,Funds Earned During Period,"$713,596",$0,"$713,596"
30006,Greater Richmond Transit Company,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$2,457,666",$0,"$2,457,666"
30007,Greater Roanoke Transit Company,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$237,065",$0,"$237,065"
30007,Greater Roanoke Transit Company,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,727,137","$35,288","$1,762,425"
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$58,575","$6,580","$65,155"
30008,Greater Lynchburg Transit Company,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$545,382","$1,588,827","$2,134,209"
30009,City of Petersburg ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30009,City of Petersburg ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$16,213",$0,"$16,213"
30009,City of Petersburg ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30009,City of Petersburg ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$336,386","$1,486","$337,872"
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$609,573","$647,714","$1,257,287"
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$4,200,947","$165,135","$4,366,082"
30010,Lehigh and Northampton Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$1,435",$0,"$1,435"
30011,Altoona Metro Transit,Full Reporter,Urban,DR,DO,Funds Earned During Period,$590,$329,$919
30011,Altoona Metro Transit,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$11,503","$25,368","$36,871"
30011,Altoona Metro Transit,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$305,624","$409,129","$714,753"
30012,Cambria County Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$863,286","$187,111","$1,050,397"
30012,Cambria County Transit Authority,Full Reporter,Urban,IP,DO,Funds Earned During Period,"$122,720","$4,579","$127,299"
30012,Cambria County Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$830,021","$65,004","$895,025"
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$132,702","$3,421,460","$3,554,162"
30013,Erie Metropolitan Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,745,044","$1,269,342","$3,014,386"
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$127,787",$0,"$127,787"
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$88,808",$0,"$88,808"
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,440,048","$89,821","$2,529,869"
30014,Cumberland Dauphin-Harrisburg Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$4,512","$130,731","$135,243"
30015,Luzerne County Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$305,207","$142,428","$447,635"
30015,Luzerne County Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,267,431","$94,501","$1,361,932"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,CR,DO,Funds Earned During Period,"$141,365,210",$0,"$141,365,210"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$5,872,858",$0,"$5,872,858"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,HR,DO,Funds Earned During Period,"$113,235,243",$0,"$113,235,243"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$166,030,215","$1,978,428","$168,008,643"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$87,819",$0,"$87,819"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,SR,DO,Funds Earned During Period,"$28,532,127",$0,"$28,532,127"
30019,Southeastern Pennsylvania Transportation Authority,Full Reporter,Urban,TB,DO,Funds Earned During Period,"$5,194,781",$0,"$5,194,781"
30022,Port Authority of Allegheny County,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$1,364,838","$10,937,558","$12,302,396"
30022,Port Authority of Allegheny County,Full Reporter,Urban,IP,DO,Funds Earned During Period,"$386,921","$87,363","$474,284"
30022,Port Authority of Allegheny County,Full Reporter,Urban,LR,DO,Funds Earned During Period,"$6,398,343","$1,379,148","$7,777,491"
30022,Port Authority of Allegheny County,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$60,285,855","$19,938,103","$80,223,958"
30023,Beaver County Transit Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$114,818","$787,617","$902,435"
30023,Beaver County Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,321,470","$61,984","$1,383,454"
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$50,407","$4,177","$54,584"
30025,County of Lackawanna Transit System,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$17,225",$0,"$17,225"
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,033,729",$0,"$1,033,729"
30025,County of Lackawanna Transit System,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$26,626","$22,774","$49,400"
30026,City of Williamsport,Full Reporter,Urban,DR,DO,Funds Earned During Period,$28,$0,$28
30026,City of Williamsport,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$16,592",$0,"$16,592"
30026,City of Williamsport,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$673,236","$169,924","$843,160"
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,CB,DO,Funds Earned During Period,"$230,741",$0,"$230,741"
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$520,804","$12,926,125","$13,446,929"
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$48,092",$0,"$48,092"
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,$745,$0,$745
30027,Central Pennsylvania Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$1,239,961","$262,105","$1,502,066"
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$8,058,636",$0,"$8,058,636"
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$722,503",$0,"$722,503"
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,HR,DO,Funds Earned During Period,"$533,518,013",$0,"$533,518,013"
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$120,290,807",$0,"$120,290,807"
30030,Washington Metropolitan Area Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$3,720,334",$0,"$3,720,334"
30034,Maryland Transit Administration,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$18,889,000",$0,"$18,889,000"
30034,Maryland Transit Administration,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$50,023,000",$0,"$50,023,000"
30034,Maryland Transit Administration,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$17,675",$0,"$17,675"
30034,Maryland Transit Administration,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$2,397,001",$0,"$2,397,001"
30034,Maryland Transit Administration,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$2,042,712",$0,"$2,042,712"
30034,Maryland Transit Administration,Full Reporter,Urban,HR,DO,Funds Earned During Period,"$10,449,300",$0,"$10,449,300"
30034,Maryland Transit Administration,Full Reporter,Urban,LR,DO,Funds Earned During Period,"$6,146,500",$0,"$6,146,500"
30034,Maryland Transit Administration,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$44,870,600",$0,"$44,870,600"
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$10,616",$0,"$10,616"
30035,Ohio Valley Regional Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$395,699",$0,"$395,699"
30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30036,City of Charlottesville,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$344,735","$254,000","$598,735"
30040,City of Annapolis,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30040,City of Annapolis,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$5,239",$0,"$5,239"
30040,City of Annapolis,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30040,City of Annapolis,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$324,385","$285,520","$609,905"
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$15,352",$0,"$15,352"
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30041,Board of Commissioners of Allegany County Maryland,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$142,446","$158,289","$300,735"
30042,Washington County ,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30042,Washington County ,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$29,397",$0,"$29,397"
30042,Washington County ,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30042,Washington County ,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$283,525",$0,"$283,525"
30044,Westmoreland County ,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$5,095,755",$0,"$5,095,755"
30044,Westmoreland County ,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$1,002,392",$0,"$1,002,392"
30045,"JAUNT, Inc.",Full Reporter,Urban,CB,DO,Funds Earned During Period,"$130,497",$0,"$130,497"
30045,"JAUNT, Inc.",Full Reporter,Urban,DR,DO,Funds Earned During Period,"$857,760",$0,"$857,760"
30048,County of Howard,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$203,530",$0,"$203,530"
30048,County of Howard,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$44,676",$0,"$44,676"
30048,County of Howard,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$548,100",$0,"$548,100"
30051,"Montgomery County, Maryland",Full Reporter,Urban,MB,DO,Funds Earned During Period,"$20,508,757",$0,"$20,508,757"
30053,City of Bristol Virginia,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30053,City of Bristol Virginia,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$3,570",$0,"$3,570"
30053,City of Bristol Virginia,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30053,City of Bristol Virginia,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$39,814",$0,"$39,814"
30054,Centre Area Transportation Authority,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$96,989",$0,"$96,989"
30054,Centre Area Transportation Authority,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$2,313,877","$4,518,158","$6,832,035"
30054,Centre Area Transportation Authority,Full Reporter,Urban,VP,DO,Funds Earned During Period,"$333,348",$0,"$333,348"
30055,City of Sharon,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30055,City of Sharon,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$103,376","$184,079","$287,455"
30055,City of Sharon,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30055,City of Sharon,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$46,143","$2,100","$48,243"
30057,Pennsylvania Department of Transportation,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$40,868,700",$0,"$40,868,700"
30058,City of Fairfax,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$377,401","$750,897","$1,128,298"
30061,Mid Mon Valley Transit Authority,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$503,819","$93,720","$597,539"
30066,Weirton Transit Corporation,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30066,Weirton Transit Corporation,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$55,505",$0,"$55,505"
30068,"Fairfax County, VA",Full Reporter,Urban,MB,PT,Funds Earned During Period,"$10,908,090",$0,"$10,908,090"
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,CB,PT,Funds Earned During Period,"$10,493,227",$0,"$10,493,227"
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$704,289","$38,006","$742,295"
30070,Potomac and Rappahannock Transportation Commission,Full Reporter,Urban,VP,PT,Funds Earned During Period,"$10,246,879",$0,"$10,246,879"
30071,City of Alexandria ,Full Reporter,Urban,DT,PT,Funds Earned During Period,"$221,487",$0,"$221,487"
30071,City of Alexandria ,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$3,470,279","$785,675","$4,255,954"
30072,"Frederick County, Maryland",Full Reporter,Urban,DR,DO,Funds Earned During Period,"$66,039","$473,290","$539,329"
30072,"Frederick County, Maryland",Full Reporter,Urban,MB,DO,Funds Earned During Period,"$564,693",$0,"$564,693"
30073,Virginia Railway Express,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$41,990,599",$0,"$41,990,599"
30074,Harford County Maryland,Reduced Reporter,Urban,DR,DO,Funds Expended on Capital,$0,$0,$0
30074,Harford County Maryland,Reduced Reporter,Urban,DR,DO,Funds Expended on Operations,"$88,819",$0,"$88,819"
30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO,Funds Expended on Capital,$0,$0,$0
30074,Harford County Maryland,Reduced Reporter,Urban,MB,DO,Funds Expended on Operations,"$217,278",$0,"$217,278"
30075,Delaware Transit Corporation,Full Reporter,Urban,CR,PT,Funds Earned During Period,"$4,384,946",$0,"$4,384,946"
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,DO,Funds Earned During Period,"$2,688,505","$1,810,159","$4,498,664"
30075,Delaware Transit Corporation,Full Reporter,Urban,DR,PT,Funds Earned During Period,"$51,771","$52,565","$104,336"
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,DO,Funds Earned During Period,"$7,153,111","$173,072","$7,326,183"
30075,Delaware Transit Corporation,Full Reporter,Urban,MB,PT,Funds Earned During Period,"$616,312",$0,"$616,312"
